fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,comparacio_16_09,files_excel_16_09,estats_16_09,estat,tractament,motiu,evidencia,pendent
48,SEO Ideas!A48:D48,0.22,https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,endodòncia lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mateixa_keyword_idea_url_canviada,80,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
49,SEO Ideas!A49:D49,0.22,https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,endodòncia lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mateixa_keyword_idea_url_canviada,81,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
50,SEO Ideas!A50:D50,0.22,https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,endodòncia a lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mateixa_keyword_idea_url_canviada,70,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
51,SEO Ideas!A51:D51,0.22,https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,endodòncia a lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mateixa_keyword_idea_url_canviada,71,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
52,SEO Ideas!A52:D52,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,exacta_url_keyword_idea,72,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
53,SEO Ideas!A53:D53,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,exacta_url_keyword_idea,73,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
54,SEO Ideas!A54:D54,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,dentistes a lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mateixa_keyword_idea_url_canviada,54,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
55,SEO Ideas!A55:D55,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,dentistes a lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mateixa_keyword_idea_url_canviada,55,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
56,SEO Ideas!A56:D56,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,estetica dental lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,exacta_url_keyword_idea,74,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
57,SEO Ideas!A57:D57,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,estetica dental lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,exacta_url_keyword_idea,75,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
58,SEO Ideas!A58:D58,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,exacta_url_keyword_idea,76,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
59,SEO Ideas!A59:D59,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,exacta_url_keyword_idea,77,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
60,SEO Ideas!A60:D60,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,exacta_url_keyword_idea,78,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
61,SEO Ideas!A61:D61,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,exacta_url_keyword_idea,79,mesurament_millorat_pendent_dades,mesurament_pendent,dades_pendents,"Avís de pàgina repetit per keyword, sense període, mostra, canal ni conversions al fitxer. La instrumentació anterior no demostra millora de rebot o permanència.",docs/seo-excel-2026-09-16/resum.md; docs/seo-onpage-2026-09-16/tracking.md,"Comparar sessions equivalents, consentiment, contactes i primeres visites; cap API d’Analytics consultada per aquesta conciliació."
62,SEO Ideas!A62:D62,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,dolor mandibula lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,82,ja_cobert_actualment,cobertura_heretada,contingut_ja_revisat,"Cobertura documentada a la revisió del 16/09: L’H1 ja expressava dolor de mandíbula, bruxisme i Lleida; no cal la variant sense accents ni preposicions.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 82,La cobertura editorial prèvia no acredita que Semrush hagi retirat l’avís.
63,SEO Ideas!A63:D63,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,dolor mandibula lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,83,aplicat_ara,cobertura_verificada,cobertura_publica_verificada,La comprovació independent de l’HTML públic confirma la cobertura semàntica del tractament i la ubicació. La keyword exacta no és una cadena contigua; es manté el text natural. Això no acredita el tancament de l’avís a Semrush.,"HTTP públic fresc 18/09/2026: 200, canonical correcte, x-vercel-cache MISS, age 0. Title: Dolor de mandíbula y bruxismo en Lleida y Tremp | Carrera. Comprovació de l’agent independent comunicada per l’agent principal; contingut anterior a la tanda del 18/09.",Només resta confirmar la nova lectura de Semrush; no cal repetir el canvi de metadades per una coincidència literal.
64,SEO Ideas!A64:D64,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,dolor mandibula lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,exacta_url_keyword_idea,84,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 84,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
65,SEO Ideas!A65:D65,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,dolor mandibula lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,85,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
66,SEO Ideas!A66:D66,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,bruxismo lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,exacta_url_keyword_idea,86,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 86,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
67,SEO Ideas!A67:D67,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,bruxismo lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,87,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
68,SEO Ideas!A68:D68,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,estudi dental tremp,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,mateixa_keyword_idea_url_canviada,181,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,L’H1 prioritza clínica dental i Tremp. La marca es conserva a la navegació i al title; no cal convertir l’H1 en una llista de variants.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
69,SEO Ideas!A69:D69,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,estudi dental tremp,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,mateixa_keyword_idea_url_canviada,182,reassignacio_confirmada,aplicat_publicat_verificat,canvi_editorial_bilingue,S’amplia la marca abreujada Carrera a Estudi Dental Carrera al title de Tremp en CA/ES. Identifica la marca completa del web i conserva el focus local sense repetir Tremp.,"data/landing-pages.js ca-tremp/es-tremp; build i 95 proves aprovats; commit 78202a1, verificacio-publicacio.json: contingut públic verificat",Nova reanàlisi de Semrush i seguiment de dades reals. La publicació no acredita retirada de l’avís ni millora de posicions.
70,SEO Ideas!A70:D70,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,estudi dental tremp,Keyword assigned to the current page produce higher rankings for other page. You may try to optimize these higher ranking page for the given keyword instead: position 5 page https://www.estudidentalcarrera.com/es/,estrategia,mateixa_keyword_idea_url_canviada,183,reassignacio_confirmada,no_aplica,criteri_heretat,La keyword local estudi dental tremp ja està assignada a la landing de Tremp. La mateixa proposta antiga de tornar a /es/ cita posició 5; no acredita que calgui revertir l’assignació local.,docs/seo-excel-2026-09-16/resum.md; SEO Ideas!A70:D70,Preservar mapping confirmat i validar amb dades recents; no es declara un guany de posició.
71,SEO Ideas!A71:D71,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,estudi dental tremp,You may increase your click-through rate if you add an aggregate rating to this page <using the Organization markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,184,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
72,SEO Ideas!A72:D72,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,dentista tremp,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,mateixa_keyword_idea_url_canviada,194,reassignacio_confirmada,cobertura_verificada,assignacio_correcta_contingut_revisat,"La landing efectiva descriu la clínica, la ciutat, els professionals i l’atenció dental. La intenció està coberta sense afegir un sinònim només per reproduir la keyword.",HTML renderitzat de la landing local; revisió independent 18/09/2026,Rastreig Semrush posterior; cobertura semàntica no implica retirada automàtica de l’avís.
73,SEO Ideas!A73:D73,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,dentista tremp,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,mateixa_keyword_idea_url_canviada,195,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,Clínica dental en Tremp cobreix la mateixa intenció local que dentista tremp; no es força el sinònim exacte a l’H1.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
74,SEO Ideas!A74:D74,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,dentista tremp,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,mateixa_keyword_idea_url_canviada,196,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,El title conté Dentista y clínica dental en Tremp. La manca de seqüència literal sense connectors no és manca de cobertura.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
75,SEO Ideas!A75:D75,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,dentista tremp,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,mateixa_keyword_idea_url_canviada,197,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,La meta descriu clínica dental en Tremp i els tractaments; no cal duplicar el sinònim dentista.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
76,SEO Ideas!A76:D76,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,dentista tremp,Try to acquire backlinks from the following domains: docfav.com,backlinks,mateixa_keyword_idea_url_canviada,198,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 198,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
77,SEO Ideas!A77:D77,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,dentista tremp,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,mateixa_keyword_idea_url_canviada,199,reassignacio_confirmada,aplicat_publicat_verificat,canvi_local_verificat,"Canvi aplicat al codi local: Simplificar el text de Tremp per facilitar la lectura sense alterar horaris, telèfon ni el circuit de cita. Mateixa pàgina que la fila 80.","data/landing-pages.js (es-tremp); https://www.semrush.com/kb/567-seo-ideas-top-10-benchmarking; build i 95/95 proves aprovades; 8/8 pàgines verificades en navegador a 320 i 390 px sense desbordament ni àncores invàlides, segons l’agent principal el 18/09/2026; commit 78202a1, verificacio-publicacio.json: contingut públic verificat",Nova reanàlisi de Semrush i seguiment de dades reals. La publicació no acredita retirada de l’avís ni millora de posicions.
78,SEO Ideas!A78:D78,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,dentista tremp,You may increase your click-through rate if you add an aggregate rating to this page <using the Organization markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,200,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
79,SEO Ideas!A79:D79,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,clinica dental tremp,Try to acquire backlinks from the following domains: docfav.com,backlinks,exacta_url_keyword_idea,90,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 90,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
80,SEO Ideas!A80:D80,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,clinica dental tremp,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,exacta_url_keyword_idea,91,ja_cobert_actualment,aplicat_publicat_verificat,canvi_local_verificat,"Canvi aplicat al codi local: Simplificar el text de Tremp per facilitar la lectura sense alterar horaris, telèfon ni el circuit de cita. Mateixa pàgina que la fila 77.","data/landing-pages.js (es-tremp); https://www.semrush.com/kb/567-seo-ideas-top-10-benchmarking; build i 95/95 proves aprovades; 8/8 pàgines verificades en navegador a 320 i 390 px sense desbordament ni àncores invàlides, segons l’agent principal el 18/09/2026; commit 78202a1, verificacio-publicacio.json: contingut públic verificat",Nova reanàlisi de Semrush i seguiment de dades reals. La publicació no acredita retirada de l’avís ni millora de posicions.
81,SEO Ideas!A81:D81,0.43,https://www.estudidentalcarrera.com/es/dentista-tremp.html,clinica dental tremp,You may increase your click-through rate if you add an aggregate rating to this page <using the Organization markup code>.,estrelles_ressenyes,categoria_nova_per_keyword,,,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
82,SEO Ideas!A82:D82,0.33,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,categoria_nova_per_keyword,,,no_aplica,nova_idea_literal_descartada,Es manté l’H1 prioritari Ortodoncia invisible en Lleida y Tremp. La cerca genèrica es cobreix al contingut i als H2; no es desfa l’ajust anterior només per una variant literal.,"data/landing-pages.js (es-ortho), base 2165e76; docs/seo-excel-2026-09-16/idees-revisades.csv","Validar amb rastreig i rendiment de les consultes, sense prometre desaparició de l’avís."
83,SEO Ideas!A83:D83,0.33,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,92,ja_cobert_actualment,cobertura_heretada,contingut_ja_revisat,"Cobertura documentada a la revisió del 16/09: El title ja incloïa ortodòncia, la modalitat invisible i Lleida; no cal eliminar el matís del tractament.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 92,La cobertura editorial prèvia no acredita que Semrush hagi retirat l’avís.
84,SEO Ideas!A84:D84,0.33,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia lleida,"Try to acquire backlinks from the following domains: abadendentistas.com, qdq.com",backlinks,exacta_url_keyword_idea,93,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 93,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
85,SEO Ideas!A85:D85,0.33,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia lleida,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,exacta_url_keyword_idea,94,ja_cobert_actualment,aplicat_publicat_verificat,canvi_local_verificat,Canvi aplicat al codi local: Simplificar explicacions d’ortodòncia mantenint les comparacions i els límits dels tractaments.,"data/landing-pages.js (es-ortho); data/service-enrichment.js; https://www.semrush.com/kb/567-seo-ideas-top-10-benchmarking; build i 95/95 proves aprovades; 8/8 pàgines verificades en navegador a 320 i 390 px sense desbordament ni àncores invàlides, segons l’agent principal el 18/09/2026; commit 78202a1, verificacio-publicacio.json: contingut públic verificat",Nova reanàlisi de Semrush i seguiment de dades reals. La publicació no acredita retirada de l’avís ni millora de posicions.
86,SEO Ideas!A86:D86,0.33,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,95,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
87,SEO Ideas!A87:D87,0.33,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia invisible lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,exacta_url_keyword_idea,98,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 98,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
88,SEO Ideas!A88:D88,0.33,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia invisible lleida,"Compared to your rivals, your page has a relatively low word count. Try to increase the length of your page content.",extensio,exacta_url_keyword_idea,99,no_aplica,no_aplica,criteri_heretat,"No s’amplia text només per igualar el recompte dels rivals. El contingut actual ja tracta diagnòstic, comparativa alineadors/brackets, higiene, controls, retenció i FAQ.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 99,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
89,SEO Ideas!A89:D89,0.33,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia invisible lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,100,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
90,SEO Ideas!A90:D90,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,mateixa_keyword_idea_url_canviada,169,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,L’H1 descriu clínica dental en Lleida i el lead explicita Nuestro equipo de dentistas en Lleida.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
91,SEO Ideas!A91:D91,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,mateixa_keyword_idea_url_canviada,170,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,El title descriu Clínica dental Lleida i identifica Carrera; la variant dentista està coberta al lead i la meta.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
92,SEO Ideas!A92:D92,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,categoria_nova_per_keyword,,,aplicat_publicat_verificat,canvi_local_verificat,Canvi aplicat al codi local: Meta de Lleida: incorporar una menció natural a dentistas en Lleida. Comparteix la mateixa meta amb la fila 123.,"data/landing-pages.js (es-lleida); build i 95/95 proves aprovades; 8/8 pàgines verificades en navegador a 320 i 390 px sense desbordament ni àncores invàlides, segons l’agent principal el 18/09/2026; commit 78202a1, verificacio-publicacio.json: contingut públic verificat",Nova reanàlisi de Semrush i seguiment de dades reals. La publicació no acredita retirada de l’avís ni millora de posicions.
