fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,estat,motiu,evidencia,url_objectiu_proposada,estat_assignacio,pendent
63,SEO Ideas!A63:D63,0.51,https://www.estudidentalcarrera.com/es/servicios.html,cirugia periodontal en lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «cirugia periodontal en lleida» a /es/periodoncia-endodoncia.html. La destinació ha passat de 3 a 5 keywords amb periodoncia en lleida i cirugia periodontal en lleida.",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
64,SEO Ideas!A64:D64,1.14,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C64:D64; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
65,SEO Ideas!A65:D65,1.14,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C65:D65; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
66,SEO Ideas!A66:D66,1.14,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,no_aplica,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C66:D66; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
67,SEO Ideas!A67:D67,1.14,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,no_aplica,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C67:D67; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
68,SEO Ideas!A68:D68,1.14,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,,descartada_marca_aliena_historial_preservat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
69,SEO Ideas!A69:D69,1.14,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,,descartada_marca_aliena_historial_preservat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
70,SEO Ideas!A70:D70,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,endodòncia a lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal desat amb URL /periodoncia-endodoncia.html i les dues keywords exactes; taula mostra la URL i endodòncia a lleida, 1 més, en recopilació.",https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
71,SEO Ideas!A71:D71,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,endodòncia a lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal desat amb URL /periodoncia-endodoncia.html i les dues keywords exactes; taula mostra la URL i endodòncia a lleida, 1 més, en recopilació.",https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
72,SEO Ideas!A72:D72,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
73,SEO Ideas!A73:D73,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
74,SEO Ideas!A74:D74,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,estetica dental lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència. Les millores de contacte de Tremp i les comparatives ja estan incloses a la base publicada.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
75,SEO Ideas!A75:D75,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,estetica dental lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència. Les millores de contacte de Tremp i les comparatives ja estan incloses a la base publicada.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
76,SEO Ideas!A76:D76,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència. Les millores de contacte de Tremp i les comparatives ja estan incloses a la base publicada.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
77,SEO Ideas!A77:D77,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència. Les millores de contacte de Tremp i les comparatives ja estan incloses a la base publicada.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
78,SEO Ideas!A78:D78,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència. Les millores de contacte de Tremp i les comparatives ja estan incloses a la base publicada.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
79,SEO Ideas!A79:D79,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència. Les millores de contacte de Tremp i les comparatives ja estan incloses a la base publicada.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
80,SEO Ideas!A80:D80,0.62,https://www.estudidentalcarrera.com/estetica-dental.html,endodòncia lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal desat amb URL /periodoncia-endodoncia.html i les dues keywords exactes; taula mostra la URL i endodòncia a lleida, 1 més, en recopilació.",https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
81,SEO Ideas!A81:D81,0.62,https://www.estudidentalcarrera.com/estetica-dental.html,endodòncia lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal desat amb URL /periodoncia-endodoncia.html i les dues keywords exactes; taula mostra la URL i endodòncia a lleida, 1 més, en recopilació.",https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
82,SEO Ideas!A82:D82,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,dolor mandibula lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,ja_cobert_actualment,"L’H1 ja expressava dolor de mandíbula, bruxisme i Lleida; no cal la variant sense accents ni preposicions.","data/landing-pages.js (es-atm), h1: Dolor de mandíbula y bruxismo en Lleida y Tremp",https://www.estudidentalcarrera.com/es/atm-bruxismo.html,sense_canvi_proposat,Cobertura editorial verificada; no equival a avís tancat per Semrush.
83,SEO Ideas!A83:D83,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,dolor mandibula lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,aplicat_ara,S’ha incorporat dolor de mandíbula al title d’ATM; es manté bruxisme i la ubicació.,"data/landing-pages.js (es-atm), title: Dolor de mandíbula y bruxismo en Lleida y Tremp | Carrera; publicat a cf647af559624ca7710fe825935fcf5e0d80b093, Vercel dpl_Wps2Qnpeh1xw3yKXnSDNZ7iSu8zN READY production; comprovació pública de metadades coincident, 16/09/2026",https://www.estudidentalcarrera.com/es/atm-bruxismo.html,sense_canvi_proposat,Nova lectura de Semrush pendent; el canvi ja està publicat i comprovat al web.
84,SEO Ideas!A84:D84,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,dolor mandibula lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: qdq.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/atm-bruxismo.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
85,SEO Ideas!A85:D85,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,dolor mandibula lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
86,SEO Ideas!A86:D86,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,bruxismo lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: qdq.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/atm-bruxismo.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
87,SEO Ideas!A87:D87,0.00,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,bruxismo lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/atm-bruxismo.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
88,SEO Ideas!A88:D88,0.11,https://www.estudidentalcarrera.com/es/dentista-tremp.html,clinica dental tremp,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,aplicat_ara,L’H1 de Tremp explicita clínica dental i manté l’abast local.,"data/landing-pages.js (es-tremp), h1: Clínica dental en Tremp para cuidar la salud oral en el Pallars; publicat a cf647af559624ca7710fe825935fcf5e0d80b093, Vercel dpl_Wps2Qnpeh1xw3yKXnSDNZ7iSu8zN READY production; comprovació pública de metadades coincident, 16/09/2026",https://www.estudidentalcarrera.com/es/dentista-tremp.html,sense_canvi_proposat,Nova lectura de Semrush pendent; el canvi ja està publicat i comprovat al web.
89,SEO Ideas!A89:D89,0.11,https://www.estudidentalcarrera.com/es/dentista-tremp.html,clinica dental tremp,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,aplicat_ara,El title de Tremp combina dentista i clínica dental sense una llista de variants.,"data/landing-pages.js (es-tremp), title: Dentista y clínica dental en Tremp | Carrera; publicat a cf647af559624ca7710fe825935fcf5e0d80b093, Vercel dpl_Wps2Qnpeh1xw3yKXnSDNZ7iSu8zN READY production; comprovació pública de metadades coincident, 16/09/2026",https://www.estudidentalcarrera.com/es/dentista-tremp.html,sense_canvi_proposat,Nova lectura de Semrush pendent; el canvi ja està publicat i comprovat al web.
90,SEO Ideas!A90:D90,0.11,https://www.estudidentalcarrera.com/es/dentista-tremp.html,clinica dental tremp,Try to acquire backlinks from the following domains: docfav.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: docfav.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/dentista-tremp.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
91,SEO Ideas!A91:D91,0.11,https://www.estudidentalcarrera.com/es/dentista-tremp.html,clinica dental tremp,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,ja_cobert_actualment,"Ja hi ha una millora estructural publicada: bloc pràctic de Tremp amb adreça, horari, telèfon, Maps i WhatsApp, i instruccions de coordinació de visites.",data/landing-pages.js; api/landing.js; assets/css/landing.css; commit f9b50c1,https://www.estudidentalcarrera.com/es/dentista-tremp.html,sense_canvi_proposat,La llegibilitat visual/contenut està revisada; la puntuació de Semrush no s’ha recalculat aquí.
92,SEO Ideas!A92:D92,1.24,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,ja_cobert_actualment,"El title ja incloïa ortodòncia, la modalitat invisible i Lleida; no cal eliminar el matís del tractament.","data/landing-pages.js (es-ortho), title: Ortodoncia invisible en Lleida y Tremp | Carrera",https://www.estudidentalcarrera.com/es/ortodoncia.html,sense_canvi_proposat,Cobertura editorial verificada; no equival a avís tancat per Semrush.
93,SEO Ideas!A93:D93,1.24,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia lleida,"Try to acquire backlinks from the following domains: abadendentistas.com, qdq.com",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: abadendentistas.com, qdq.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/ortodoncia.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
94,SEO Ideas!A94:D94,1.24,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia lleida,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,ja_cobert_actualment,"Ja hi ha una millora estructural publicada: comparativa d’alineadors i brackets per indicació, ús, higiene i controls, amb apartats i preguntes freqüents.",data/landing-pages.js; api/landing.js; assets/css/landing.css; commit f9b50c1,https://www.estudidentalcarrera.com/es/ortodoncia.html,sense_canvi_proposat,La llegibilitat visual/contenut està revisada; la puntuació de Semrush no s’ha recalculat aquí.
95,SEO Ideas!A95:D95,1.24,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/ortodoncia.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
96,SEO Ideas!A96:D96,1.24,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia invisible lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,aplicat_ara,L’H1 d’ortodòncia explicita ortodòncia invisible. Després de la reanàlisi s’ha refinat la frase sense brackets entre tractament i ubicació; brackets continua a la comparativa i als H2.,"data/landing-pages.js (es-ortho), H1 d’aquest commit: Ortodoncia invisible en Lleida y Tremp; equivalent català: Ortodòncia invisible a Lleida i Tremp. L’H1 anterior amb brackets ja es va publicar a cf647af559624ca7710fe825935fcf5e0d80b093 i comprovar al web.",https://www.estudidentalcarrera.com/es/ortodoncia.html,sense_canvi_proposat,"El lot principal està publicat a cf647af. Últim refinament de l’H1 present en aquest commit, amb 95 proves aprovades; comprovació pública i nova lectura de Semrush pendents només per a aquest refinament."
97,SEO Ideas!A97:D97,1.24,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia invisible lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,aplicat_ara,La meta d’ortodòncia s’ha reescrit amb ortodòncia invisible a Lleida i Tremp i la comparació de sistemes.,"data/landing-pages.js (es-ortho), description: Ortodoncia invisible en Lleida y Tremp. Comparamos alineadores transparentes y brackets según la mordida, la salud de las encías y tus necesidades.; publicat a cf647af559624ca7710fe825935fcf5e0d80b093, Vercel dpl_Wps2Qnpeh1xw3yKXnSDNZ7iSu8zN READY production; comprovació pública de metadades coincident, 16/09/2026",https://www.estudidentalcarrera.com/es/ortodoncia.html,sense_canvi_proposat,Nova lectura de Semrush pendent; el canvi ja està publicat i comprovat al web.
98,SEO Ideas!A98:D98,1.24,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia invisible lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: qdq.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/ortodoncia.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
99,SEO Ideas!A99:D99,1.24,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia invisible lleida,"Compared to your rivals, your page has a relatively low word count. Try to increase the length of your page content.",extensio,no_aplica,"No s’amplia text només per igualar el recompte dels rivals. El contingut actual ja tracta diagnòstic, comparativa alineadors/brackets, higiene, controls, retenció i FAQ.","data/landing-pages.js (es-ortho), seccions i comparativa; data/service-enrichment.js",https://www.estudidentalcarrera.com/es/ortodoncia.html,sense_canvi_proposat,No s’afirma haver igualat el recompte de Semrush; ampliar només si es detecta un dubte real sense resposta.
100,SEO Ideas!A100:D100,1.24,https://www.estudidentalcarrera.com/es/ortodoncia.html,ortodoncia invisible lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/ortodoncia.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
101,SEO Ideas!A101:D101,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C101:D101; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
102,SEO Ideas!A102:D102,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C102:D102; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
103,SEO Ideas!A103:D103,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `clínica qui odontologia es una clínica dental`, `tratamientos personalizados`",semantica,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C103:D103; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
104,SEO Ideas!A104:D104,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,"Try to acquire backlinks from the following domains: abadendentistas.com, gowork.com, nomas900.org",backlinks,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C104:D104; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
